"id";"order_id";"meta_key";"meta_value"
"415";"1074";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"416";"1074";"_wc_order_attribution_session_pages";"73"
"417";"1074";"_wc_order_attribution_session_count";"1"
"418";"1074";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"419";"1074";"_wc_order_attribution_device_type";"Desktop"
"420";"1075";"is_vat_exempt";"no"
"421";"1075";"_billing_address_index";"Danyelle Brideaux  Gg. Haji Muchtar No. 9  Depok JB 16412 ID dbrideaux27@mit.edu "
"422";"1075";"_shipping_address_index";"Danyelle Brideaux  Gg. Haji Muchtar No. 9  Depok JB 16412 ID "
"423";"1075";"_wc_order_attribution_source_type";"typein"
"424";"1075";"_wc_order_attribution_utm_source";"(direct)"
"425";"1075";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"426";"1075";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"427";"1075";"_wc_order_attribution_session_pages";"83"
"428";"1075";"_wc_order_attribution_session_count";"1"
"429";"1075";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"430";"1075";"_wc_order_attribution_device_type";"Desktop"
"431";"1076";"is_vat_exempt";"no"
"432";"1076";"_billing_address_index";"Stillman Schapiro  Jl. Dr. Wahidin Sudirohusodo No. 5  Makassar SN 90113 ID sschapiro28@amazon.com "
"433";"1076";"_shipping_address_index";"Stillman Schapiro  Jl. Dr. Wahidin Sudirohusodo No. 5  Makassar SN 90113 ID "
"434";"1076";"_wc_order_attribution_source_type";"typein"
"435";"1076";"_wc_order_attribution_utm_source";"(direct)"
"436";"1076";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"437";"1076";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"438";"1076";"_wc_order_attribution_session_pages";"92"
"439";"1076";"_wc_order_attribution_session_count";"1"
"440";"1076";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"441";"1076";"_wc_order_attribution_device_type";"Desktop"
"442";"1077";"is_vat_exempt";"no"
"443";"1077";"_billing_address_index";"Brandise Ochterlony  Komplek Puri Indah Blok C No. 8  Tangerang Selatan BT 15310 ID bochterlony29@amazon.com "
"444";"1077";"_shipping_address_index";"Brandise Ochterlony  Komplek Puri Indah Blok C No. 8  Tangerang Selatan BT 15310 ID "
"445";"1077";"_wc_order_attribution_source_type";"typein"
"446";"1077";"_wc_order_attribution_utm_source";"(direct)"
"447";"1077";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"448";"1077";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"449";"1077";"_wc_order_attribution_session_pages";"101"
"450";"1077";"_wc_order_attribution_session_count";"1"
"451";"1077";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"452";"1077";"_wc_order_attribution_device_type";"Desktop"
"453";"1078";"is_vat_exempt";"no"
"454";"1078";"_billing_address_index";"Cornelius Urvoy  Jl. Veteran No. 33  Malang JI 65145 ID curvoy2a@ezinearticles.com "
"455";"1078";"_shipping_address_index";"Cornelius Urvoy  Jl. Veteran No. 33  Malang JI 65145 ID "
"456";"1078";"_wc_order_attribution_source_type";"typein"
"457";"1078";"_wc_order_attribution_utm_source";"(direct)"
"458";"1078";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"459";"1078";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"460";"1078";"_wc_order_attribution_session_pages";"110"
"461";"1078";"_wc_order_attribution_session_count";"1"
"462";"1078";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"463";"1078";"_wc_order_attribution_device_type";"Desktop"
"464";"1079";"is_vat_exempt";"no"
"465";"1079";"_billing_address_index";"Vere Prozescky  Jl. Letjen Suprapto No. 20  Pontianak KB 78111 ID vprozescky2b@toplist.cz "
"466";"1079";"_shipping_address_index";"Vere Prozescky  Jl. Letjen Suprapto No. 20  Pontianak KB 78111 ID "
"467";"1079";"_wc_order_attribution_source_type";"typein"
"468";"1079";"_wc_order_attribution_utm_source";"(direct)"
"469";"1079";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"470";"1079";"_wc_order_attribution_session_start_time";"2025-05-09 15:19:56"
"471";"1079";"_wc_order_attribution_session_pages";"122"
"472";"1079";"_wc_order_attribution_session_count";"1"
"473";"1079";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"474";"1079";"_wc_order_attribution_device_type";"Desktop"
"486";"1081";"is_vat_exempt";"no"
"487";"1081";"_billing_address_index";"Aliza Aguilar  Jl. Damai, Komplek Asri Lestari, Blok B, No. 12  Bandung JB 40222 ID aaguilar2d@vkontakte.ru "
"488";"1081";"_shipping_address_index";"Aliza Aguilar  Jl. Damai, Komplek Asri Lestari, Blok B, No. 12  Bandung JB 40222 ID "
"489";"1081";"_wc_order_attribution_source_type";"typein"
"490";"1081";"_wc_order_attribution_utm_source";"(direct)"
"491";"1081";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"492";"1081";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"493";"1081";"_wc_order_attribution_session_pages";"25"
"494";"1081";"_wc_order_attribution_session_count";"1"
"495";"1081";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"496";"1081";"_wc_order_attribution_device_type";"Desktop"
"497";"1082";"is_vat_exempt";"no"
"498";"1082";"_billing_address_index";"Hebert Swanborrow  Jl. Mawar 1 Blok A No. 5  Bandung JB 40222 ID hswanborrow2e@weather.com "
"499";"1082";"_shipping_address_index";"Hebert Swanborrow  Jl. Mawar 1 Blok A No. 5  Bandung JB 40222 ID "
"500";"1082";"_wc_order_attribution_source_type";"typein"
"501";"1082";"_wc_order_attribution_utm_source";"(direct)"
"502";"1082";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"503";"1082";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"504";"1082";"_wc_order_attribution_session_pages";"36"
"505";"1082";"_wc_order_attribution_session_count";"1"
"506";"1082";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"507";"1082";"_wc_order_attribution_device_type";"Desktop"
"508";"1083";"is_vat_exempt";"no"
"509";"1083";"_billing_address_index";"Catherin Cothey  Komplek Permata Hijau No. 18, Pasar Minggu  Jakarta Selatan JK 40111 ID ccothey2f@smugmug.com "
"510";"1083";"_shipping_address_index";"Catherin Cothey  Komplek Permata Hijau No. 18, Pasar Minggu  Jakarta Selatan JK 40111 ID "
"511";"1083";"_wc_order_attribution_source_type";"typein"
"512";"1083";"_wc_order_attribution_utm_source";"(direct)"
"513";"1083";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"514";"1083";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"515";"1083";"_wc_order_attribution_session_pages";"43"
"516";"1083";"_wc_order_attribution_session_count";"1"
"517";"1083";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"518";"1083";"_wc_order_attribution_device_type";"Desktop"
"519";"1081";"_edit_lock";"1746808864:4"
"521";"1084";"is_vat_exempt";"no"
"522";"1084";"_billing_address_index";"Valery Bohills  JL. Perdamaian, Gg Sejahtera No. 3  Pontianak KB 40333 ID vbohills2g@amazon.com "
"523";"1084";"_shipping_address_index";"Valery Bohills  JL. Perdamaian, Gg Sejahtera No. 3  Pontianak KB 40333 ID "
"524";"1084";"_wc_order_attribution_source_type";"typein"
"525";"1084";"_wc_order_attribution_utm_source";"(direct)"
"526";"1084";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"527";"1084";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"528";"1084";"_wc_order_attribution_session_pages";"54"
"529";"1084";"_wc_order_attribution_session_count";"1"
"530";"1084";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"531";"1084";"_wc_order_attribution_device_type";"Desktop"
"532";"1085";"is_vat_exempt";"no"
"533";"1085";"_billing_address_index";"Rawley Engelbrecht  Jl. Anggrek II No. 22  Denpasar BA 40666 ID rengelbrecht2h@drupal.org "
"534";"1085";"_shipping_address_index";"Rawley Engelbrecht  Jl. Anggrek II No. 22  Denpasar BA 40666 ID "
"535";"1085";"_wc_order_attribution_source_type";"typein"
"536";"1085";"_wc_order_attribution_utm_source";"(direct)"
"537";"1085";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"538";"1085";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"539";"1085";"_wc_order_attribution_session_pages";"61"
"540";"1085";"_wc_order_attribution_session_count";"1"
"541";"1085";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"542";"1085";"_wc_order_attribution_device_type";"Desktop"
"543";"1086";"is_vat_exempt";"no"
"544";"1086";"_billing_address_index";"Noreen Dealey  Jl. Apel, Gang Bahagia Ujung No. 9  Bandung JB 40222 ID ndealey2i@odnoklassniki.ru "
"545";"1086";"_shipping_address_index";"Noreen Dealey  Jl. Apel, Gang Bahagia Ujung No. 9  Bandung JB 40222 ID "
"546";"1086";"_wc_order_attribution_source_type";"typein"
"547";"1086";"_wc_order_attribution_utm_source";"(direct)"
"548";"1086";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"549";"1086";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"550";"1086";"_wc_order_attribution_session_pages";"75"
"551";"1086";"_wc_order_attribution_session_count";"1"
"552";"1086";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"553";"1086";"_wc_order_attribution_device_type";"Desktop"
"554";"1087";"is_vat_exempt";"no"
"555";"1087";"_billing_address_index";"Caryl Zanini  Perumahan Bukit Indah Blok F No. 4,  Pontianak KB 40333 ID czanini2j@berkeley.edu "
"556";"1087";"_shipping_address_index";"Caryl Zanini  Perumahan Bukit Indah Blok F No. 4,  Pontianak KB 40333 ID "
"557";"1087";"_wc_order_attribution_source_type";"typein"
"558";"1087";"_wc_order_attribution_utm_source";"(direct)"
"559";"1087";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"560";"1087";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"561";"1087";"_wc_order_attribution_session_pages";"83"
"562";"1087";"_wc_order_attribution_session_count";"1"
"563";"1087";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"564";"1087";"_wc_order_attribution_device_type";"Desktop"
"565";"1088";"is_vat_exempt";"no"
"566";"1088";"_billing_address_index";"Adamo Allibon  Jl. Cempaka Raya No. 31,  Banjarmasin KS 40444 ID aallibon2k@bing.com "
"567";"1088";"_shipping_address_index";"Adamo Allibon  Jl. Cempaka Raya No. 31,  Banjarmasin KS 40444 ID "
"568";"1088";"_wc_order_attribution_source_type";"typein"
"569";"1088";"_wc_order_attribution_utm_source";"(direct)"
"570";"1088";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"571";"1088";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"572";"1088";"_wc_order_attribution_session_pages";"90"
"573";"1088";"_wc_order_attribution_session_count";"1"
"574";"1088";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"575";"1088";"_wc_order_attribution_device_type";"Desktop"
"576";"1089";"is_vat_exempt";"no"
"577";"1089";"_billing_address_index";"Kala Ixer  Jl. Merdeka No. 10, Kel. Sukamaju, Kec. Sukaraja, Bandung, Jawa Barat  Bandung JB 40162 ID kixer1o@senate.gov "
"578";"1089";"_shipping_address_index";"Kala Ixer  Jl. Merdeka No. 10, Kel. Sukamaju, Kec. Sukaraja, Bandung, Jawa Barat  Bandung JB 40162 ID "
"579";"1089";"_wc_order_attribution_source_type";"typein"
"580";"1089";"_wc_order_attribution_utm_source";"(direct)"
"581";"1089";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"582";"1089";"_wc_order_attribution_session_start_time";"2025-05-09 13:21:38"
"583";"1089";"_wc_order_attribution_session_pages";"10"
"584";"1089";"_wc_order_attribution_session_count";"3"
"585";"1089";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"586";"1089";"_wc_order_attribution_device_type";"Desktop"
"587";"1090";"is_vat_exempt";"no"
"588";"1090";"_billing_address_index";"Mindy Ollier  JL. Anggrek, Gang Melati No. 11A  Manado SA 41111 ID mollier2l@sitemeter.com "
"589";"1090";"_shipping_address_index";"Mindy Ollier  JL. Anggrek, Gang Melati No. 11A  Manado SA 41111 ID "
"590";"1090";"_wc_order_attribution_source_type";"typein"
"591";"1090";"_wc_order_attribution_utm_source";"(direct)"
"592";"1090";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"593";"1090";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"594";"1090";"_wc_order_attribution_session_pages";"96"
"595";"1090";"_wc_order_attribution_session_count";"1"
"596";"1090";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"597";"1090";"_wc_order_attribution_device_type";"Desktop"
"598";"1091";"is_vat_exempt";"no"
"599";"1091";"_billing_address_index";"Hettie Bowkett  Komplek Surya Kencana Blok D No. 15  Bekasi JB 41222 ID hbowkett2m@gravatar.com "
"600";"1091";"_shipping_address_index";"Hettie Bowkett  Komplek Surya Kencana Blok D No. 15  Bekasi JB 41222 ID "
"601";"1091";"_wc_order_attribution_source_type";"typein"
"602";"1091";"_wc_order_attribution_utm_source";"(direct)"
"603";"1091";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"604";"1091";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"605";"1091";"_wc_order_attribution_session_pages";"103"
"606";"1091";"_wc_order_attribution_session_count";"1"
"607";"1091";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"608";"1091";"_wc_order_attribution_device_type";"Desktop"
"609";"1092";"is_vat_exempt";"no"
"610";"1092";"_billing_address_index";"Elijah Da Costa  Jl Dahlia No. 2  Semarang JT 40777 ID edacosta2n@acquirethisname.com "
"611";"1092";"_shipping_address_index";"Elijah Da Costa  Jl Dahlia No. 2  Semarang JT 40777 ID "
"612";"1092";"_wc_order_attribution_source_type";"typein"
"613";"1092";"_wc_order_attribution_utm_source";"(direct)"
"614";"1092";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"615";"1092";"_wc_order_attribution_session_start_time";"2025-05-09 16:21:18"
"616";"1092";"_wc_order_attribution_session_pages";"109"
"617";"1092";"_wc_order_attribution_session_count";"1"
"618";"1092";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/135.0.0.0 Safari/537.36"
"619";"1092";"_wc_order_attribution_device_type";"Desktop"
"620";"1093";"is_vat_exempt";"no"
"621";"1093";"_billing_address_index";"Tommi Andrioli  Jl. Sudirman No. 25, Kel. Kebayoran Baru, Kec. Kebayoran  Jakarta Selatan JK 12110 ID tandrioli1p@google.es "
"622";"1093";"_shipping_address_index";"Tommi Andrioli  Jl. Sudirman No. 25, Kel. Kebayoran Baru, Kec. Kebayoran  Jakarta Selatan JK 12110 ID "
"623";"1093";"_wc_order_attribution_source_type";"typein"
"624";"1093";"_wc_order_attribution_utm_source";"(direct)"
"625";"1093";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"626";"1093";"_wc_order_attribution_session_start_time";"2025-05-09 13:21:38"
"627";"1093";"_wc_order_attribution_session_pages";"27"
"628";"1093";"_wc_order_attribution_session_count";"3"
"629";"1093";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"630";"1093";"_wc_order_attribution_device_type";"Desktop"
"631";"1094";"is_vat_exempt";"no"
"632";"1094";"_billing_address_index";"Ward Dat  Jl. Diponegoro No. 8, Kel. Tegalrejo, Kec. Jetis  Yogyakarta YO 55244 ID wdat1q@home.pl "
"633";"1094";"_shipping_address_index";"Ward Dat  Jl. Diponegoro No. 8, Kel. Tegalrejo, Kec. Jetis  Yogyakarta YO 55244 ID "
"634";"1094";"_wc_order_attribution_source_type";"typein"
"635";"1094";"_wc_order_attribution_utm_source";"(direct)"
"636";"1094";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"637";"1094";"_wc_order_attribution_session_start_time";"2025-05-09 13:21:38"
"638";"1094";"_wc_order_attribution_session_pages";"35"
"639";"1094";"_wc_order_attribution_session_count";"3"
"640";"1094";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"641";"1094";"_wc_order_attribution_device_type";"Desktop"
"642";"1095";"is_vat_exempt";"no"
"643";"1095";"_billing_address_index";"Gabie Dyka  Jl. Ahmad Yani No. 77, Kel. Banjarsari, Kec. Banjarmasin Tengah  Banjarmasin KS 70122 ID gdyka1r@columbia.edu "
"644";"1095";"_shipping_address_index";"Gabie Dyka  Jl. Ahmad Yani No. 77, Kel. Banjarsari, Kec. Banjarmasin Tengah  Banjarmasin KS 70122 ID "
"645";"1095";"_wc_order_attribution_source_type";"typein"
"646";"1095";"_wc_order_attribution_utm_source";"(direct)"
"647";"1095";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"648";"1095";"_wc_order_attribution_session_start_time";"2025-05-09 13:21:38"
"649";"1095";"_wc_order_attribution_session_pages";"43"
"650";"1095";"_wc_order_attribution_session_count";"3"
"651";"1095";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"652";"1095";"_wc_order_attribution_device_type";"Desktop"
"653";"1096";"is_vat_exempt";"no"
"654";"1096";"_billing_address_index";"Vaclav Wedge  Jl. Gajah Mada No. 55, Kel. Klojen, Kec. Klojen  Malang JI 65111 ID vwedge1s@typepad.com "
"655";"1096";"_shipping_address_index";"Vaclav Wedge  Jl. Gajah Mada No. 55, Kel. Klojen, Kec. Klojen  Malang JI 65111 ID "
"656";"1096";"_wc_order_attribution_source_type";"typein"
"657";"1096";"_wc_order_attribution_utm_source";"(direct)"
"658";"1096";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"659";"1096";"_wc_order_attribution_session_start_time";"2025-05-09 13:21:38"
"660";"1096";"_wc_order_attribution_session_pages";"52"
"661";"1096";"_wc_order_attribution_session_count";"3"
"662";"1096";"_wc_order_attribution_user_agent";"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"663";"1096";"_wc_order_attribution_device_type";"Desktop"
"697";"1100";"is_vat_exempt";"no"
"698";"1100";"_billing_address_index";"Olive O'Logan  Jalan Serdam  Kota Pontianak KB 78124 ID oologanc@imgur.com "
"699";"1100";"_shipping_address_index";"Olive O'Logan  Jalan Serdam  Kota Pontianak KB 78124 ID "
"700";"1100";"_wc_order_attribution_source_type";"typein"
"701";"1100";"_wc_order_attribution_utm_source";"(direct)"
"702";"1100";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"703";"1100";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"704";"1100";"_wc_order_attribution_session_pages";"6"
"705";"1100";"_wc_order_attribution_session_count";"1"
"706";"1100";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"707";"1100";"_wc_order_attribution_device_type";"Desktop"
"719";"1102";"is_vat_exempt";"no"
"720";"1102";"_billing_address_index";"Joanie Mannie  Jalan Kota Baru  Kota Pontianak KB 78121 ID jmanniee@google.com.au "
"721";"1102";"_shipping_address_index";"Joanie Mannie  Jalan Kota Baru  Kota Pontianak KB 78121 ID "
"722";"1102";"_wc_order_attribution_source_type";"typein"
"723";"1102";"_wc_order_attribution_utm_source";"(direct)"
"724";"1102";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"725";"1102";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"726";"1102";"_wc_order_attribution_session_pages";"25"
"727";"1102";"_wc_order_attribution_session_count";"1"
"728";"1102";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"729";"1102";"_wc_order_attribution_device_type";"Desktop"
"730";"1103";"is_vat_exempt";"no"
"731";"1103";"_billing_address_index";"Klarrisa Calender  Jalan Pal 5  Kota Pontianak KB 78114 ID kcalenderf@shinystat.com "
"732";"1103";"_shipping_address_index";"Klarrisa Calender  Jalan Pal 5  Kota Pontianak KB 78114 ID "
"733";"1103";"_wc_order_attribution_source_type";"typein"
"734";"1103";"_wc_order_attribution_utm_source";"(direct)"
"735";"1103";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"736";"1103";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"737";"1103";"_wc_order_attribution_session_pages";"33"
"738";"1103";"_wc_order_attribution_session_count";"1"
"739";"1103";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"740";"1103";"_wc_order_attribution_device_type";"Desktop"
"741";"1104";"is_vat_exempt";"no"
"742";"1104";"_billing_address_index";"Fairlie Preshaw  Jalan Sui Jawi  Kota Pontianak KB 78113 ID fpreshawg@china.com.cn "
"743";"1104";"_shipping_address_index";"Fairlie Preshaw  Jalan Sui Jawi  Kota Pontianak KB 78113 ID "
"744";"1104";"_wc_order_attribution_source_type";"typein"
"745";"1104";"_wc_order_attribution_utm_source";"(direct)"
"746";"1104";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"747";"1104";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"748";"1104";"_wc_order_attribution_session_pages";"43"
"749";"1104";"_wc_order_attribution_session_count";"1"
"750";"1104";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"751";"1104";"_wc_order_attribution_device_type";"Desktop"
"752";"1105";"is_vat_exempt";"no"
"753";"1105";"_billing_address_index";"Corrina Clubb  Jalan Paris 2  Kota Pontianak KB 78124 ID cclubbh@marketwatch.com "
"754";"1105";"_shipping_address_index";"Corrina Clubb  Jalan Paris 2  Kota Pontianak KB 78124 ID "
"755";"1105";"_wc_order_attribution_source_type";"typein"
"756";"1105";"_wc_order_attribution_utm_source";"(direct)"
"757";"1105";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"758";"1105";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"759";"1105";"_wc_order_attribution_session_pages";"51"
"760";"1105";"_wc_order_attribution_session_count";"1"
"761";"1105";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"762";"1105";"_wc_order_attribution_device_type";"Desktop"
"763";"1106";"is_vat_exempt";"no"
"764";"1106";"_billing_address_index";"Rodge Winram  Jalan Paris 1  Kota Pontianak KB 78124 ID rwinrami@cnn.com "
"765";"1106";"_shipping_address_index";"Rodge Winram  Jalan Paris 1  Kota Pontianak KB 78124 ID "
"766";"1106";"_wc_order_attribution_source_type";"typein"
"767";"1106";"_wc_order_attribution_utm_source";"(direct)"
"768";"1106";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"769";"1106";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"770";"1106";"_wc_order_attribution_session_pages";"61"
"771";"1106";"_wc_order_attribution_session_count";"1"
"772";"1106";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"773";"1106";"_wc_order_attribution_device_type";"Desktop"
"774";"1107";"is_vat_exempt";"no"
"775";"1107";"_billing_address_index";"Ronny Plews  Jalan Imam Bonjol  Kota Pontianak KB 78124 ID rplewsj@paypal.com "
"776";"1107";"_shipping_address_index";"Ronny Plews  Jalan Imam Bonjol  Kota Pontianak KB 78124 ID "
"777";"1107";"_wc_order_attribution_source_type";"typein"
"778";"1107";"_wc_order_attribution_utm_source";"(direct)"
"779";"1107";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"780";"1107";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"781";"1107";"_wc_order_attribution_session_pages";"70"
"782";"1107";"_wc_order_attribution_session_count";"1"
"783";"1107";"_wc_order_attribution_user_agent";"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/136.0.0.0 Safari/537.36"
"784";"1107";"_wc_order_attribution_device_type";"Desktop"
"785";"1108";"is_vat_exempt";"no"
"786";"1108";"_billing_address_index";"Isis Griss  Jalan Kota Baru  Kota Pontianak KB 78121 ID igrissk@addtoany.com "
"787";"1108";"_shipping_address_index";"Isis Griss  Jalan Kota Baru  Kota Pontianak KB 78121 ID "
"788";"1108";"_wc_order_attribution_source_type";"typein"
"789";"1108";"_wc_order_attribution_utm_source";"(direct)"
"790";"1108";"_wc_order_attribution_session_entry";"https://datamininguntan.my.id/"
"791";"1108";"_wc_order_attribution_session_start_time";"2025-05-10 03:58:35"
"792";"1108";"_wc_order_attribution_session_pages";"78"
"793";"1108";"_wc_order_attribution_session_count";"1"
